0.551
002781955
4, 0, 2243873058
4, 0, 1795044265
4, 0, 1685365352
4, 0, 2015668380
4, 0, 2067376379
4, 0, 2258838874
0, 4, 1469174690
4, 0, 2052302083
0, 4, 2000722236
4, 0, 1983024589
4, 0, 2178718215
0, 4, 2008624625
4, 0, 1975100971
4, 0, 2182826665
0, 4, 1832636113
4, 0, 2059900231
4, 0, 2256486462
0, 4, 2187665340
4, 0, 1995335542
0, 4, 1999082500
4, 0, 1984393203
4, 0, 1969594766
4, 0, 2211351615
0, 4, 2191433897
4, 0, 2327045034
4, 0, 1977641795
0, 4, 2193155115
4, 0, 1968149051
4, 0, 2298766834
4, 0, 2265607093
0, 4, 1564855353
0, 4, 2179106755
4, 0, 2017349405
4, 0, 2016911165
4, 0, 2053863764
4, 0, 1752124791
4, 0, 2263902252
4, 0, 1573392336
4, 0, 2299163652
4, 0, 1824905571
4, 0, 2051213824
4, 0, 2012557382
4, 0, 2188627507
4, 0, 2065108634
4, 0, 1792538135
4, 0, 1693137952
4, 0, 2204867919
4, 0, 2235214993
4, 0, 2066281566
4, 0, 2176477147
4, 0, 2261700276
4, 0, 1753673141
4, 0, 2013027416
0, 4, 2187367873
4, 0, 1980107813
4, 0, 2187318415
4, 0, 2300885132
4, 0, 2205820368
4, 0, 2054590838
4, 0, 1969494477
4, 0, 2221215501
0, 4, 2002524431
4, 0, 2266129775
4, 0, 1932873142
0, 4, 2060293142
4, 0, 1969718774
4, 0, 2177044060
0, 4, 2006532087
4, 0, 2261286948
0, 4, 2002833024
4, 0, 2174728297
4, 0, 1792443451
4, 0, 2054199041
4, 0, 2050673355
4, 0, 2325910133
4, 0, 2325376673
4, 0, 2325050123
4, 0, 2190875744
0, 4, 1984882031
4, 0, 2217806529
4, 0, 1822900344
4, 0, 1825874213
4, 0, 1883104826
4, 0, 2190825460
4, 0, 1679202607
4, 0, 2227142167
4, 0, 2218841792
4, 0, 1966550460
4, 0, 2184423890
4, 0, 2066115403
4, 0, 1985820444
4, 0, 1880130173
4, 0, 2224402487
4, 0, 1793609450
4, 0, 2254819574
4, 0, 1677593646
4, 0, 1557562479
4, 0, 2202109156
4, 0, 1969662086
4, 0, 1833566597
4, 0, 2239703480
0, 4, 2176838725
4, 0, 2066218802
4, 0, 2002545320
4, 0, 2055322852
4, 0, 2213807569
4, 0, 2231498605
4, 0, 1753431870
4, 0, 1760174764
4, 0, 2060672420
0, 4, 2057958274
0, 4, 1548700297
4, 0, 1969464607
4, 0, 1969921331
4, 0, 2053543748
4, 0, 1760038814
0, 4, 1564089971
4, 0, 2231672048
0, 4, 1994316027
4, 0, 1558972513
4, 0, 2206900215
4, 0, 1883534581
4, 0, 2006624731
4, 0, 2197391957
0, 4, 1792073269
0, 4, 2001076939
0, 4, 1990447518
4, 0, 1966610485
4, 0, 2299362120
0, 4, 2182405376
4, 0, 2243881261
4, 0, 1978073017
4, 0, 2070183042
4, 0, 2253866697
0, 4, 1979698808
4, 0, 1882508553
4, 0, 2198406395
4, 0, 2326818280
4, 0, 2207357811
4, 0, 1976793617
4, 0, 1548585269
4, 0, 2299389736
4, 0, 1957497862
4, 0, 2232117234
4, 0, 2064208100
4, 0, 2066749704
4, 0, 2064589976
4, 0, 1834825136
4, 0, 1981343052
4, 0, 2226215344
0, 4, 2176277100
4, 0, 1983127514
4, 0, 1979179711
4, 0, 2257148515
0, 4, 2063822521
4, 0, 2259414426
4, 0, 2061891319
4, 0, 1980493294
0, 4, 1833896855
4, 0, 2266917606
4, 0, 2252940766
4, 0, 2176430450
4, 0, 2058777653
4, 0, 2192834809
0, 4, 2062893215
0, 4, 2071847294
4, 0, 2006290912
0, 4, 1997659079
4, 0, 1985041984
4, 0, 2060423355
4, 0, 2051440293
4, 0, 2192301300
0, 4, 1995446739
4, 0, 2282997781
4, 0, 2236836987
4, 0, 2259432737
4, 0, 1880538473
4, 0, 1932993159
4, 0, 2202819134
4, 0, 2243049546
0, 4, 1957230081
4, 0, 2197414287
4, 0, 1685824606
4, 0, 2257711906
0, 4, 1754524035
4, 0, 1558159221
4, 0, 1998489991
4, 0, 2222282541
0, 4, 2052866830
4, 0, 1835988870
4, 0, 2251705745
4, 0, 1794324017
4, 0, 1979678900
4, 0, 1990470853
4, 0, 2202694750
4, 0, 2057298217
4, 0, 2013410894
0, 4, 2048244095
4, 0, 2232733555
4, 0, 2248759015
4, 0, 1752443716
0, 4, 1956926206
4, 0, 1994215898
4, 0, 2255367109
4, 0, 2254841100
4, 0, 2193249124
4, 0, 2046977967
4, 0, 1988820860
4, 0, 1824384763
4, 0, 1985693275
4, 0, 1880102032
4, 0, 2239278142
4, 0, 2233606163
0, 4, 2014295733
0, 4, 1770746727
4, 0, 2197687359
0, 4, 2008625149
4, 0, 2266396988
4, 0, 2259935463
0, 4, 1995128672
4, 0, 2018322681
4, 0, 2190832397
4, 0, 1832864379
4, 0, 1964503968
0, 4, 2176837703
4, 0, 2297314622
0, 4, 1880934027
4, 0, 1834956316
4, 0, 2179395568
4, 0, 2245909947
0, 4, 1979350277
4, 0, 2070507277
4, 0, 2253037281
4, 0, 2218737777
4, 0, 2185353107
4, 0, 2204887835
4, 0, 1677370967
4, 0, 1965996982
4, 0, 1979863245
0, 4, 2003317043
4, 0, 2018771529
4, 0, 2199669127
4, 0, 2000798933
4, 0, 2260953246
4, 0, 2063860316
4, 0, 2066902158
0, 4, 1468268968
4, 0, 2002027149
4, 0, 1564950540
4, 0, 1976424099
4, 0, 2326559682
4, 0, 2217793754
4, 0, 2264958519
4, 0, 2203715835
4, 0, 2190398568
4, 0, 2327529437
4, 0, 1759689569
4, 0, 1975655102
4, 0, 1880393751
4, 0, 1989315822
4, 0, 2288194480
4, 0, 2247445403
4, 0, 1881551900
4, 0, 1678334441
4, 0, 2259825671
4, 0, 2066027901
4, 0, 2259896633
4, 0, 1992975233
4, 0, 2188228673
4, 0, 2254118876
4, 0, 1997780352
0, 4, 2060923067
4, 0, 2299667383
0, 4, 1825559196
4, 0, 1687360159
4, 0, 2063449388
4, 0, 1835195145
4, 0, 2057967336
4, 0, 1972433376
4, 0, 1979308882
4, 0, 2050190729
4, 0, 2219388920
4, 0, 2328238854
0, 4, 2191149566
4, 0, 2058851820
0, 4, 1978989850
4, 0, 2283027212
4, 0, 2191279856
4, 0, 2070839409
0, 4, 1963199940
4, 0, 2247566061
4, 0, 2214940428
4, 0, 1833427975
4, 0, 1986106791
4, 0, 2244952790
4, 0, 2001376440
0, 4, 2062290214
4, 0, 2265422710
4, 0, 1981443860
0, 4, 1985840139
0, 4, 1972666999
0, 4, 1994185604
0, 4, 2059794844
0, 4, 2188448988
4, 0, 2217511470
4, 0, 2250675995
4, 0, 2228024940
0, 4, 2055772843
4, 0, 2057534148
4, 0, 2230091004
4, 0, 2328244856
0, 4, 1694882523
0, 4, 2176444679
4, 0, 2251031297
4, 0, 2015627378
4, 0, 2249909156
0, 4, 1685573214
4, 0, 2211434604
0, 4, 1960389892
0, 4, 1961721192
4, 0, 2234218569
4, 0, 2051676427
4, 0, 2229199871
0, 4, 2192769504
4, 0, 2249705150
4, 0, 1573400995
4, 0, 2069579364
4, 0, 2253820355
4, 0, 1468636811
4, 0, 2203664869
4, 0, 1984825519
0, 4, 2071945748
4, 0, 2258357875
4, 0, 1997009055
0, 4, 1968080524
4, 0, 2323712175
4, 0, 1999723707
4, 0, 2012627762
4, 0, 2063829092
4, 0, 2301201253
4, 0, 1978312765
4, 0, 2001240698
4, 0, 1955865840
4, 0, 2175393493
4, 0, 2195930480
4, 0, 2176040079
4, 0, 1834605969
4, 0, 1992871959
0, 4, 1687433996
4, 0, 2250701325
0, 4, 2186502454
4, 0, 2181300481
4, 0, 1686274417
4, 0, 2286021485
0, 4, 1795363528
4, 0, 2060637968
4, 0, 2222087213
4, 0, 2260599722
4, 0, 1997057140
4, 0, 1686700182
4, 0, 1997501891
4, 0, 2011239116
4, 0, 1754696920
0, 4, 2060528023
4, 0, 2204651888
4, 0, 2288110076
4, 0, 2247904905
4, 0, 2181320972
0, 4, 2057710367
4, 0, 2325726278
4, 0, 1564219855
4, 0, 1791791919
4, 0, 2054092240
4, 0, 1573111169
4, 0, 2000533888
4, 0, 1992863424
4, 0, 2257823764
4, 0, 2050349579
4, 0, 1752524436
4, 0, 2242643842
4, 0, 1553425053
4, 0, 2059745027
4, 0, 1980230686
4, 0, 2053710078
4, 0, 2203220940
4, 0, 2210282712
0, 4, 1976091889
4, 0, 2069205552
4, 0, 2055220476
4, 0, 1989758245
4, 0, 2054771273
4, 0, 1794463713
0, 4, 1833687514
4, 0, 2223244384
4, 0, 1681053767
4, 0, 1559355663
0, 4, 1687040925
4, 0, 2063169338
4, 0, 1752767220
4, 0, 2224977656
4, 0, 2235329193
0, 4, 2067219174
4, 0, 1553392422
0, 4, 1880626096
4, 0, 2050955778
4, 0, 2055025533
4, 0, 2006530571
0, 4, 2007163626
4, 0, 2248780597
4, 0, 2205857831
4, 0, 2047210993
0, 4, 1932276847
0, 4, 1676891637
4, 0, 1976366758
4, 0, 2213257329
0, 4, 1881011504
4, 0, 1961044058
4, 0, 1881552874
4, 0, 2324101469
4, 0, 1998208771
4, 0, 2200210428
4, 0, 1755056044
4, 0, 2194155386
4, 0, 2263588643
0, 4, 1677504257
4, 0, 1883253969
0, 4, 1880956893
4, 0, 2182783425
4, 0, 1564562745
4, 0, 2045122943
4, 0, 2063310113
4, 0, 2065906711
4, 0, 2288065543
4, 0, 1975619383
4, 0, 1986587619
4, 0, 1975547988
4, 0, 1823808919
0, 4, 1996671227
4, 0, 2266115113
4, 0, 2204432748
0, 4, 1833587520
4, 0, 2202326485
4, 0, 2327318381
4, 0, 1989954565
4, 0, 2048339793
4, 0, 1961738862
4, 0, 2003042083
0, 4, 1556116674
0, 4, 1827487171
0, 4, 2004305396
4, 0, 1573580743
4, 0, 1558852444
4, 0, 1751202385
4, 0, 1984879707
0, 4, 1826561413
4, 0, 1823653601
0, 4, 2063556280
4, 0, 1753954930
0, 4, 2187730183
0, 4, 2070932060
4, 0, 2194963974
4, 0, 2013098182
0, 4, 1557980464
4, 0, 2197661282
4, 0, 2179243115
4, 0, 1990788016
4, 0, 2261013435
4, 0, 2298765694
4, 0, 2326285852
4, 0, 2039940952
0, 4, 2000788784
4, 0, 2288762577
4, 0, 2212546713
0, 4, 1964939778
0, 4, 1553145907
4, 0, 2053178089
0, 4, 1981969904
4, 0, 1980980441
0, 4, 1469504712
4, 0, 2065175912
